"Owning Library","Item Barcode","Shelving Location Name","Use Count","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Edit Date","Create Date"
"OCRL-DUBLN","31040002274032","LEASE","5","Master & apprentice","Gray, Claudia","2019","SF GRAY",,,"13","1","25.00","2020-06-25","2019-04-23"
"OCRL-DUBLN","31040002274040","LEASE","11","Under the table : a novel","Evanovich, Stephanie","2019","FIC EVAN",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274065","LEASE","7","The Department of Sensitive Crimes","McCall Smith, Alexander 1948-","2019","FIC MCCA",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274099","AV","13","Every breath","Sparks, Nicholas","2018","CD FIC SPAR",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274115","AV","2","Snowfall on Lighthouse Lane","Ross, JoAnn","2018","CD FIC ROSS",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274123","AV","1","Shelter in place","Roberts, Nora","2018","CD FIC ROBE",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274131","AV","2","One last breath","Jackson, Lisa","2018","CD FIC JACK",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274149","AV","1","Black leopard, red wolf","James, Marlon 1970-","2019","CD FIC JAME",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274156","AV","2","The house of Erzulie","Kasai, Kirsten Imani","2019","CD FIC KASA",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002274164","AV","3","The wedding guest","Kellerman, Jonathan","2019","CD FIC KELL",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274172","AV","3","The crooked staircase","Koontz, Dean R. (Dean Ray) 1945-","2018","CD FIC KOON",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274180","AV","3","The man from the broken hills : a novel","L'Amour, Louis 1908-1988","2019","CD WES LAMO",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274206","AV","2","Talent : a novel","Lapidos, Juliet","2019","CD FIC LAPI",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274214","AV","0","A blade so black","McKinney, L. L. (Leatrice L.)","2018","CD YA MCKI",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274222","AV","4","Deep Harbor","Michaels, Fern.","2019","CD FIC MICH",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274230","AV","0","Last shot","Older, Daniel JosÈ","2018","CD SF OLDE",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274271","AV","7","Wild Bill : the true story of the American frontier's first gunfighter","Clavin, Thomas","2019","CD 92 HICK",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274289","AV","1","The source of self-regard : selected essays, speeches, and meditations","Morrison, Toni","2019","CD 814.6 MORR","800","810","13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274297","AV","0","The world according to Fannie Davis : my mother's life in the Detroit numbers","Davis, Bridgett M.","2019","CD 92 DAVI",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274305","AV","3","Code name : Lise : the true story of the woman who became WWII's most highly decorated spy","Loftis, Larry","2019","CD 92 SANS",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274313","AV","0","Ninja future : secrets to success in the new world of innovation","Shapiro, Gary","2019","CD 650.1 SHAP","600","650","13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274321","AV","0","Autonomy : the quest to build the driverless car and how it will reshape our world","Burns, Lawrence D.","2018","CD 388.342 BURN","300","380","13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274347","AV","2","The end of life as we know it : ominous news from the frontiers of science","Guillen, Michael","2018","CD 174.957 GUIL","100","170","13","1","25.00","2020-06-25","2019-04-29"
"OCRL-DUBLN","31040002274354","AV","1","The path made clear : discovering your life's direction and purpose","Winfrey, Oprah.","2019","CD 121.68 WINF","100","120","13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274388","AV","1","The dreamers : a novel","Walker, Karen Thompson.","2019","CD SF WALK",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274396","AV","4","Daughter of war : a novel","Taylor, Brad 1965-","2019","CD FIC TAYL",,,"13","1","25.00","2020-06-25","2019-04-18"
"OCRL-DUBLN","31040002274404","AV","1","Beauchamp Hall","Steel, Danielle","2018","CD FIC STEE",,,"13","1","25.00","2020-06-25","2019-04-17"
"OCRL-DUBLN","31040002274792","LEASE","1","Cat chase the moon","Murphy, Shirley Rousseau","2019","FIC MURP",,,"13","1","25.00","2020-06-25","2019-04-23"
"OCRL-DUBLN","31040002274800","LEASE","15","The 18th abduction","Patterson, James 1947-","2019","FIC PATT",,,"13","1","25.00","2020-06-25","2019-04-23"
"OCRL-DUBLN","31040002274818","LEASE","13","I know who you are","Feeney, Alice","2019","FIC FEEN",,,"13","1","25.00","2020-06-25","2019-04-23"
"OCRL-DUBLN","31040002274834","LEASE","11","The mother-in-law : a novel","Hepworth, Sally","2019","FIC HEPW",,,"13","1","25.00","2020-06-25","2019-04-23"
"OCRL-DUBLN","31040002274842","LEASE","3","Machines like me : and people like you","McEwan, Ian","2019","FIC MCEW",,,"13","1","25.00","2020-06-25","2019-04-23"
"OCRL-DUBLN","31040002275757","LEASE","0","The abolitionist's daughter","McPhail, Diane C.","2019","FIC MCPH",,,"13","1","25.00","2020-06-25","2019-04-24"
"OCRL-DUBLN","31040002275765","LEASE","11","The invited","McMahon, Jennifer 1968-","2019","FIC MCMA",,,"13","1","25.00","2020-06-25","2019-04-24"
"OCRL-DUBLN","31040002275773","LEASE","4","The red daughter : a novel","Schwartz, John Burnham","2019","FIC SCHW",,,"13","1","25.00","2020-06-25","2019-04-24"
"OCRL-DUBLN","31040002278116","JUV","0","The children's blizzard, 1888","Tarshis, Lauren","2018","J TARS",,,"5","1","25.00","2019-09-25","2019-05-07"
"OCRL-DUBLN","31040002278132","JUV","0","The children's blizzard, 1888","Tarshis, Lauren","2018","J TARS",,,"5","1","25.00","2019-09-25","2019-05-07"
"OCRL-DUBLN","31040002278819","LEASE","14","If she wakes","Koryta, Michael","2019","FIC KORY",,,"13","1","25.00","2020-06-25","2019-05-10"
"OCRL-DUBLN","31040002278827","LEASE","13","The never game","Deaver, Jeffery","2019","FIC DEAV",,,"13","1","25.00","2020-06-25","2019-05-10"
"OCRL-DUBLN","31040002279825","LEASE","2","Just show up : and other enduring values from baseball's Iron Man","Ripken, Cal Jr 1960-","2019","796.357 RIPK","700","790","13","1","25.00","2020-06-25","2019-05-14"
"OCRL-DUBLN","31040002279833","LEASE","4","Game of bones","Haines, Carolyn","2019","FIC HAIN",,,"13","1","25.00","2020-06-25","2019-05-14"
"OCRL-DUBLN","31040002279841","LEASE","4","America was hard to find : a novel","Alcott, Kathleen","2019","FIC ALCO",,,"13","1","25.00","2020-06-25","2019-05-14"
"OCRL-DUBLN","31040002280625","REF","0","Pindar's Georgia real estate law and procedure : with forms","Hinkel, Daniel F.","2013","REF GA 346.758 PIND 2019 V.4","300","340","13","1","25.00","2020-06-26","2019-05-15"
"OCRL-DUBLN","31040002281979","JUV","10","Say boo!","Reisner, Molly.","2013","BOARD BOOK",,,"13","1","5.00","2020-06-25","2019-05-20"
"OCRL-DUBLN","31040002284833","JUV","0","Asteroids, meteors, meteorites, and comets",,"2019","J 523.4 FAUL","500","520","5","1","25.00","2019-08-21","2019-08-21"
"OCRL-DUBLN","31040002289683","LEASE","14","Almost midnight","Doiron, Paul","2019","FIC DOIR",,,"13","1","25.00","2020-06-25","2019-06-27"
"OCRL-DUBLN","31040002289691","LEASE","6","The sum of all shadows","Lustbader, Eric","2019","FIC LUST",,,"13","1","25.00","2020-06-25","2019-06-27"
"OCRL-DUBLN","31040002289725","LEASE","10","Someone to honor","Balogh, Mary","2019","FIC BALO",,,"13","1","25.00","2020-06-25","2019-06-27"
"OCRL-DUBLN","31040002289733","LEASE","12","Girls like us","Alger, Cristina","2019","FIC ALGE",,,"13","1","25.00","2020-06-25","2019-06-27"
"OCRL-DUBLN","31040002289758","LEASE","3","The ghost clause","Norman, Howard A.","2019","FIC NORM",,,"13","1","25.00","2020-06-25","2019-06-27"
"OCRL-DUBLN","31040002291242","AV","0","Rebel","Jenkins, Beverly 1951-","2019","CD FIC JENK",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291259","AV","0","His to claim","Jackson, Brenda (Brenda Streater)","2019","CD FIC JACK",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291267","AV","3","Murder in the reading room","Adams, Ellery","2019","CD FIC ADAM",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291275","AV","3","The dead ringer : an Agatha Raisin mystery","Beaton, M. C.","2018","CD FIC BEAT",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291283","AV","3","Storm cursed","Briggs, Patricia","2019","CD FIC BRIG",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291291","AV","2","Pandemic : a novel","Cook, Robin 1940-","2018","CD FIC COOK",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291309","AV","1","Weather woman : a novel","Emmons, Cai","2018","CD FIC EMMO",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291317","AV","1","The road home","Evans, Richard Paul","2019","CD FIC EVAN",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291325","AV","1","Judgment : a novel","Finder, Joseph","2019","CD FIC FIND",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291333","AV","5","The poison bed","Fremantle, Elizabeth","2019","CD FIC FREM",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291341","AV","5","The enemy of my enemy","Griffin, W. E. B.","2018","CD FIC GRIF",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291358","AV","4","They all fall down","Hall, Rachel Howzell","2019","CD FIC HALL",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291366","AV","3","Paranoid","Jackson, Lisa.","2019","CD FIC JACK",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291374","AV","1","In my girls I trust","Johnson, Brandi","2018","CD FIC JOHN",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291382","AV","1","Lost roses : a novel","Kelly, Martha Hall","2019","CD FIC KELL",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291390","AV","3","Unsheltered","Kingsolver, Barbara","2018","CD FIC KING",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291408","AV","2","The night window","Koontz, Dean R. (Dean Ray) 1945-","2019","CD FIC KOON",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291416","AV","0","Limited wish","Lawrence, Mark 1966-","2018","CD FIC LAWR",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291424","AV","2","Nine perfect strangers","Moriarty, Liane","2018","CD FIC MORI",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291432","AV","4","The Amish sweet shop",,"2018","CD FIC AMIS",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291440","AV","0","Blanche among the talented tenth","Neely, Barbara","2019","CD FIC NEEL",,,"13","1","25.00","2020-06-25","2019-07-03"
"OCRL-DUBLN","31040002291473","AV","10","Unsolved","Patterson, James 1947-","2019","CD FIC PATT",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291481","AV","2","The Paris diversion","Pavone, Chris","2019","CD FIC PAVO",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291499","AV","1","Take me again","Phillips, Carly","2019","CD FIC PHIL",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291507","AV","3","Crucible","Rollins, James 1961-","2019","CD FIC ROLL",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291515","AV","0","How not to die alone : a novel","Roper, Richard","2019","CD FIC ROPE",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291523","AV","3","The Persian gamble","Rosenberg, Joel C. 1967-","2019","CD FIC ROSE",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291531","AV","0","The rule of many","Saunders, Ashley","2019","CD YA SAUN",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291549","AV","7","Skin game","Woods, Stuart","2019","CD FIC WOOD",,,"13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291556","AV","1","Exceptional you!","Osteen, Victoria","2019","CD 248.4 OSTE","200","240","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291564","AV","2","Surprise, kill, vanish : the secret history of CIA paramilitary armies, operators, assassins","Jacobsen, Annie","2019","CD 327.1273 JACO","300","320","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291572","AV","2","Shotguns and stagecoaches : the brave men who rode for Wells Fargo in the Wild West","Boessenecker, John 1953-","2018","CD 388.341 BOES","300","380","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291580","AV","0","Storming the heavens : African Americans and the early fight for the right to fly","Horne, Gerald","2018","CD 629.13 HORN","600","620","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291598","AV","1","Spying on the South : an odyssey across the American divide","Horwitz, Tony 1958-2019","2019","CD 917.504 HORW","900","910","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291606","AV","0","Ladysitting : my year with nana at the end of her century","Cary, Lorene","2019","CD 616.12 CARY","600","610","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291614","AV","0","Once more we saw stars","Greene, Jayson","2019","155.937 GREE","100","150","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291622","AV","1","Putin's world : Russia against the West and with the rest","Stent, Angela","2019","CD 327.4701 STEN","300","320","13","1","25.00","2020-06-25","2019-07-05"
"OCRL-DUBLN","31040002291804","LG-PRNT","2","Only the stubborn survive","Stone, R. W.","2019","LP WES STON",,,"13","1","25.00","2020-06-26","2019-07-08"
"OCRL-DUBLN","31040002293891","LEASE","12","Lady in the lake : a novel","Lippman, Laura 1959-","2019","FIC LIPP",,,"13","1","25.00","2020-06-25","2019-07-26"
"OCRL-DUBLN","31040002293909","LEASE","9","Smokescreen","Johansen, Iris","2019","FIC JOHA",,,"13","1","25.00","2020-06-25","2019-07-26"
"OCRL-DUBLN","31040002293917","LEASE","11","Never have I ever : a novel","Jackson, Joshilyn","2019","FIC JACK",,,"13","1","25.00","2020-06-25","2019-07-26"
"OCRL-DUBLN","31040002295243","LEASE","9","I do love you still","Morrison, Mary B.","2019","FIC MORR",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295268","LEASE","18","The inn","Patterson, James 1947-","2019","FIC PATT",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295292","LEASE","11","The turn of the key","Ware, Ruth","2019","FIC WARE",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295318","LEASE","5","Love and death among the cheetahs","Bowen, Rhys","2019","FIC BOWE",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295375","LEASE","5","Terns of endearment : a Meg Langslow mystery","Andrews, Donna","2019","FIC ANDR",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295383","LEASE","12","Labyrinth","Coulter, Catherine","2019","FIC COUL",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295391","LEASE","9","Chances are...","Russo, Richard 1949-","2019","FIC RUSS",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295409","LEASE","8","Game of snipers","Hunter, Stephen 1946-","2019","FIC HUNT",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295417","LEASE","17","The warning","Patterson, James 1947-","2019","FIC PATT",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002295433","LEASE","3","Kingmaker","Weis, Margaret","2019","SF WEIS",,,"13","1","25.00","2020-06-25","2019-08-02"
"OCRL-DUBLN","31040002296803","LEASE","10","Th1rt3en","Cavanagh, Steve","2019","FIC CAVA",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296837","LEASE","4","The mage-fire war","Modesitt, L. E. Jr 1943-","2019","SF MODE",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296845","LEASE","14","The Oysterville Sewing Circle : a novel","Wiggs, Susan","2019","FIC WIGG",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296852","LEASE","0","The assault on American excellence : assault on American excellence","Kronman, Anthony T.","2019","378.73 KRON","300","370","13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296860","LEASE","7","The loyal one","Gray, Shelley Shepard","2019","FIC GRAY",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296878","LEASE","12","Old bones","Preston, Douglas J.","2019","FIC PRES",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296886","LEASE","7","The Russia account","Coonts, Stephen 1946-","2019","FIC COON",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002296894","LEASE","10","The last good guy","Parker, T. Jefferson","2019","FIC PARK",,,"13","1","25.00","2020-06-25","2019-08-12"
"OCRL-DUBLN","31040002298155","LEASE","8","Tidelands","Gregory, Philippa","2019","FIC GREG",,,"13","1","25.00","2020-06-25","2019-08-16"
"OCRL-DUBLN","31040002298189","LEASE","18","Contraband","Woods, Stuart","2019","FIC WOOD",,,"13","1","25.00","2020-06-25","2019-08-16"
"OCRL-DUBLN","31040002298759","LEASE","8","Texas forever","Dailey, Janet","2019","FIC DAIL",,,"13","1","25.00","2020-06-25","2019-08-22"
"OCRL-DUBLN","31040002298767","LEASE","0","Quichotte : a novel","Rushdie, Salman","2019","FIC RUSH",,,"13","1","25.00","2020-06-25","2019-08-22"
"OCRL-DUBLN","31040002298783","LEASE","2","Everything inside : stories","Danticat, Edwidge 1969-","2019","FIC DANT",,,"13","1","25.00","2020-06-25","2019-08-22"
"OCRL-DUBLN","31040002298791","LEASE","11","Cut and run","Michaels, Fern","2019","FIC MICH",,,"13","1","25.00","2020-06-25","2019-08-22"
"OCRL-DUBLN","31040002298809","LEASE","12","The dark side : a novel","Steel, Danielle","2019","FIC STEE",,,"13","1","25.00","2020-06-25","2019-08-22"
"OCRL-DUBLN","31040002300019","AV","0","Star wars. Episode IV A new hope",,"2004","DVD FIC STAR IV d#774","700","770","5","1","25.00","2019-09-04","2019-09-04"
"OCRL-DUBLN","31040002300209","AV","0","Greatest classic films collection. Holiday",,"2009","DVD FIC CHRI d#806","800","800","5","1","25.00","2019-09-20","2019-09-20"
"OCRL-DUBLN","31040002300282","GENEALOGY","0","The Ciba collection of medical illustrations : a compilation of pathological and anatomical paintings","Netter, Frank H. (Frank Henry) 1906-1991","1959","HIST 616 NETT V.1 P.1","600","610","5","1","25.00","2019-09-09","2019-09-09"
"OCRL-DUBLN","31040002300308","LEASE","12","The institute : a novel","King, Stephen 1947-","2019","FIC KING",,,"13","1","25.00","2020-06-25","2019-09-09"
"OCRL-DUBLN","31040002300332","LEASE","4","Ghost fire","Smith, Wilbur A.","2019","FIC SMIT",,,"13","1","25.00","2020-06-25","2019-09-09"
"OCRL-DUBLN","31040002300381","LEASE","11","Robert B. Parker's The bitterest pill","Coleman, Reed Farrel 1956-","2019","FIC COLE",,,"13","1","25.00","2020-06-25","2019-09-09"
"OCRL-DUBLN","31040002300399","LEASE","4","At death's door","Kenyon, Sherrilyn 1965-","2019","FIC KENY",,,"13","1","25.00","2020-06-25","2019-09-09"
"OCRL-DUBLN","31040002301116","LEASE","1","Boundless","Salvatore, R. A. 1959-","2019","SF SALV",,,"13","1","25.00","2020-06-25","2019-09-16"
"OCRL-DUBLN","31040002301124","LEASE","12","Sins of the fathers","Jance, Judith A.","2019","FIC JANC",,,"13","1","25.00","2020-06-25","2019-09-16"
"OCRL-DUBLN","31040002301132","LEASE","6","A single thread","Chevalier, Tracy","2019","FIC CHEV",,,"13","1","25.00","2020-06-25","2019-09-16"
"OCRL-DUBLN","31040002301157","LEASE","4","Death in focus","Perry, Anne","2019","FIC PERR",,,"13","1","25.00","2020-06-25","2019-09-16"
"OCRL-DUBLN","31040002302171","LEASE","10","The stranger inside","Unger, Lisa 1970-","2019","FIC UNGE",,,"13","1","25.00","2020-06-25","2019-09-18"
"OCRL-DUBLN","31040002302189","LEASE","6","The stalking","Graham, Heather","2019","FIC GRAH",,,"13","1","25.00","2020-06-25","2019-09-18"
"OCRL-DUBLN","31040002302197","LEASE","12","The Dutch house : a novel","Patchett, Ann","2019","FIC PATC",,,"13","1","25.00","2020-06-25","2019-09-18"
"OCRL-DUBLN","31040002302593","LEASE","0","24/6 : the power of unplugging one day a week","Shlain, Tiffany","2019","158.1 SHLA","100","150","13","1","25.00","2020-06-25","2019-09-20"
"OCRL-DUBLN","31040002302791","LEASE","7","Hart's Hollow Farm","Dailey, Janet","2019","FIC DAIL",,,"13","1","25.00","2020-06-25","2019-09-23"
"OCRL-DUBLN","31040002302817","LEASE","6","Christmas cocoa murder",,"2019","FIC CHRI",,,"13","1","25.00","2020-06-25","2019-09-23"
"OCRL-DUBLN","31040002302833","LEASE","1","Here comes Santa paws","Berenson, Laurien","2019","FIC BERE",,,"13","1","25.00","2020-06-25","2019-09-23"
"OCRL-DUBLN","31040002302841","LEASE","3","No judgments : a novel","Cabot, Meg","2019","FIC CABO",,,"13","1","25.00","2020-06-25","2019-09-23"
"OCRL-DUBLN","31040002302908","LEASE","6","The world that we knew","Hoffman, Alice","2019","FIC HOFF",,,"13","1","25.00","2020-06-25","2019-09-23"
"OCRL-DUBLN","31040002303104","AV","0","The Man From Skibbereen (CD)","L'Amour, Louis.",,"CD WES LAMO",,,"0","1","25.00","2019-10-03","2019-09-26"
"OCRL-DUBLN","31040002303609","LEASE","4","Warrior of the Altaii","Jordan, Robert 1948-2007","2019","SF JORD",,,"13","1","25.00","2020-06-25","2019-09-27"
"OCRL-DUBLN","31040002303617","LEASE","4","Full throttle : stories","Hill, Joe","2019","FIC HILL",,,"13","1","25.00","2020-06-25","2019-09-27"
"OCRL-DUBLN","31040002303625","LEASE","8","The Christmas boutique","Chiaverini, Jennifer","2019","FIC CHIA",,,"13","1","25.00","2020-06-25","2019-09-27"
"OCRL-DUBLN","31040002303641","LEASE","10","Cilka's journey","Morris, Heather (Screenwriter)","2019","FIC MORR",,,"13","1","25.00","2020-06-25","2019-09-27"
"OCRL-DUBLN","31040002303658","LEASE","8","The lying room","French, Nicci","2019","FIC FREN",,,"13","1","25.00","2020-06-25","2019-09-27"
"OCRL-DUBLN","31040002303674","LEASE","3","Mumbo gumbo murder","Childs, Laura","2019","FIC CHIL",,,"13","1","25.00","2020-06-25","2019-09-27"
"OCRL-DUBLN","31040002304714","LEASE","5","Grand union : stories","Smith, Zadie","2019","FIC SMIT",,,"13","1","25.00","2020-06-25","2019-10-08"
"OCRL-DUBLN","31040002304748","LEASE","11","The bodies in the library","Wingate, Marty","2019","FIC WING",,,"13","1","25.00","2020-06-25","2019-10-08"
"OCRL-DUBLN","31040002304755","LEASE","6","Pursuit : a novel of suspense","Oates, Joyce Carol 1938-","2019","FIC OATE",,,"13","1","25.00","2020-06-25","2019-10-08"
"OCRL-DUBLN","31040002304789","LEASE","2","The waters and the wild : an Underhill adventure","Lackey, Mercedes","2019","SF LACK",,,"13","1","25.00","2020-06-25","2019-10-08"
"OCRL-DUBLN","31040002305703","AV","0","New moon",,"2010","DVD FIC NEW d#865","800","860","5","1","25.00","2019-10-23","2019-10-23"
"OCRL-DUBLN","31040002306198","JUV","0","Suffragettes and those who opposed them","Vink, Amanda","2020","J 324.623 VINK","300","320","5","1","25.00","2019-10-28","2019-10-28"
"OCRL-DUBLN","31040002306206","JUV","0","Federalists and Anti-Federalists","Miloszewski, Nathan","2020","J 342.7302 MILO","300","340","5","1","25.00","2019-10-28","2019-10-28"
"OCRL-DUBLN","31040002306214","LEASE","9","When Christmas comes","Spencer, Katherine 1955-","2019","FIC SPEN",,,"13","1","25.00","2020-06-25","2019-10-28"
"OCRL-DUBLN","31040002306222","LEASE","4","A cruel deception","Todd, Charles","2019","FIC TODD",,,"13","1","25.00","2020-06-25","2019-10-28"
"OCRL-DUBLN","31040002306248","LEASE","7","The old success : a Richard Jury mystery","Grimes, Martha","2019","FIC GRIM",,,"13","1","25.00","2020-06-25","2019-10-28"
"OCRL-DUBLN","31040002306271","LEASE","9","The family upstairs : a novel","Jewell, Lisa","2019","FIC JEWE",,,"13","1","25.00","2020-06-25","2019-10-28"
"OCRL-DUBLN","31040002308160","JUV","0","Meet Nat Love: cowboy and former slave","Katirgis, Jane","2019","J 92 LOVE",,,"5","1","25.00","2019-11-05","2019-11-05"
"OCRL-DUBLN","31040002308194","JUV","0","Build your algorithm skills","Harris, Christopher 1977-","2020","J 794.8152 HARR","700","790","5","1","25.00","2019-11-21","2019-11-21"
"OCRL-DUBLN","31040002308236","LEASE","9","Blind search : a Mercy and Elvis mystery","Munier, Paula","2019","FIC MUNI",,,"13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002308244","LEASE","5","Someone to remember : a Westcott story","Balogh, Mary","2019","FIC BALO",,,"13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002308251","LEASE","9","Twisted twenty-six : a Stephanie Plum novel","Evanovich, Janet","2019","FIC EVAN",,,"13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002308269","LEASE","8","The mistletoe matchmaker : a novel","Hayes-McCoy, Felicity","2019","FIC HAYE",,,"13","1","25.00","2020-06-25","2019-11-12"
"OCRL-DUBLN","31040002308293","LEASE","0","I am C-3PO : the inside story","Daniels, Anthony","2019","791.4302 DANI","700","790","13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002308301","LEASE","8","The starless sea","Morgenstern, Erin","2019","FIC MORG",,,"13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002308319","LEASE","6","Christmas in Silver Springs","Novak, Brenda","2019","FIC NOVA",,,"13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002308327","LEASE","1","Wasteland","Goodkind, Terry","2019","SF GOOD",,,"13","1","25.00","2020-06-25","2019-11-06"
"OCRL-DUBLN","31040002309150","LEASE","8","Tracking game","Mizushima, Margaret","2019","FIC MIZU",,,"13","1","25.00","2020-06-25","2019-11-13"
"OCRL-DUBLN","31040002309192","LEASE","4","An Irish country family","Taylor, Patrick 1941-","2019","FIC TAYL",,,"13","1","25.00","2020-06-25","2019-11-13"
