"Owning Library","Item Barcode","Use Count","Shelving Location Name","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Create Date","Edit Date"
"OCRL-DUBLN","31040002291325","1","AV","Judgment : a novel","Finder, Joseph","2019","CD FIC FIND",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291333","5","AV","The poison bed","Fremantle, Elizabeth","2019","CD FIC FREM",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291341","5","AV","The enemy of my enemy","Griffin, W. E. B.","2018","CD FIC GRIF",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291358","4","AV","They all fall down","Hall, Rachel Howzell","2019","CD FIC HALL",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291366","3","AV","Paranoid","Jackson, Lisa.","2019","CD FIC JACK",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291374","1","AV","In my girls I trust","Johnson, Brandi","2018","CD FIC JOHN",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291382","1","AV","Lost roses : a novel","Kelly, Martha Hall","2019","CD FIC KELL",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291390","3","AV","Unsheltered","Kingsolver, Barbara","2018","CD FIC KING",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291408","2","AV","The night window","Koontz, Dean R. (Dean Ray) 1945-","2019","CD FIC KOON",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291416","0","AV","Limited wish","Lawrence, Mark 1966-","2018","CD FIC LAWR",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291424","2","AV","Nine perfect strangers","Moriarty, Liane","2018","CD FIC MORI",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291432","4","AV","The Amish sweet shop",,"2018","CD FIC AMIS",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291440","0","AV","Blanche among the talented tenth","Neely, Barbara","2019","CD FIC NEEL",,,"13","1","25.00","2019-07-03","2020-06-25"
"OCRL-DUBLN","31040002291457","3","NEW-BKS","Fighting for my life : how to thrive in the shadow of Alzheimer's","Tyrone, Jamie TenNapel","2019","616.831 TYRO","600","610","0","0","25.00","2019-07-05","2020-02-28"
"OCRL-DUBLN","31040002291465","11","AV","The fall of Crazy House","Patterson, James 1947-","2019","CD YA PATT",,,"13","0","25.00","2019-07-05","2020-06-24"
"OCRL-DUBLN","31040002291473","10","AV","Unsolved","Patterson, James 1947-","2019","CD FIC PATT",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291481","2","AV","The Paris diversion","Pavone, Chris","2019","CD FIC PAVO",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291499","1","AV","Take me again","Phillips, Carly","2019","CD FIC PHIL",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291507","3","AV","Crucible","Rollins, James 1961-","2019","CD FIC ROLL",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291515","0","AV","How not to die alone : a novel","Roper, Richard","2019","CD FIC ROPE",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291523","3","AV","The Persian gamble","Rosenberg, Joel C. 1967-","2019","CD FIC ROSE",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291531","0","AV","The rule of many","Saunders, Ashley","2019","CD YA SAUN",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291549","7","AV","Skin game","Woods, Stuart","2019","CD FIC WOOD",,,"13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291556","1","AV","Exceptional you!","Osteen, Victoria","2019","CD 248.4 OSTE","200","240","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291564","2","AV","Surprise, kill, vanish : the secret history of CIA paramilitary armies, operators, assassins","Jacobsen, Annie","2019","CD 327.1273 JACO","300","320","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291572","2","AV","Shotguns and stagecoaches : the brave men who rode for Wells Fargo in the Wild West","Boessenecker, John 1953-","2018","CD 388.341 BOES","300","380","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291580","0","AV","Storming the heavens : African Americans and the early fight for the right to fly","Horne, Gerald","2018","CD 629.13 HORN","600","620","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291598","1","AV","Spying on the South : an odyssey across the American divide","Horwitz, Tony 1958-2019","2019","CD 917.504 HORW","900","910","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291606","0","AV","Ladysitting : my year with nana at the end of her century","Cary, Lorene","2019","CD 616.12 CARY","600","610","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291614","0","AV","Once more we saw stars","Greene, Jayson","2019","155.937 GREE","100","150","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291622","1","AV","Putin's world : Russia against the West and with the rest","Stent, Angela","2019","CD 327.4701 STEN","300","320","13","1","25.00","2019-07-05","2020-06-25"
"OCRL-DUBLN","31040002291648","12","FIC","Ring of fire","Taylor, Brad 1965-","2017","FIC  TAYL",,,"0","0","5.00","2019-07-06","2020-02-17"
"OCRL-DUBLN","31040002291655","2","JUV","To the future, Ben Franklin!","Osborne, Mary Pope","2019","J OSBO",,,"1","0","25.00","2019-07-08","2020-03-14"
"OCRL-DUBLN","31040002291663","8","LG-PRNT","The printed letter bookshop","Reay, Katherine 1970-","2019","LP FIC REAY",,,"0","0","25.00","2019-07-08","2020-02-27"
"OCRL-DUBLN","31040002291671","0","LG-PRNT","On being human : a memoir of waking up, living real, and listening hard","Pastiloff, Jennifer","2019","LP 306 PAST","300","300","0","0","25.00","2019-07-08","2019-07-08"
"OCRL-DUBLN","31040002291689","10","LG-PRNT","The refuge","Gabhart, Ann H. 1947-","2019","LP FIC GABH",,,"0","0","25.00","2019-07-08","2020-02-15"
"OCRL-DUBLN","31040002291697","2","LG-PRNT","The captive","Young, Carter Travis","2019","LP WES YOUN",,,"7","0","25.00","2019-07-08","2020-06-29"
"OCRL-DUBLN","31040002291705","0","LG-PRNT","Birds by the shore : observing the natural life of the atlantic coast","Ackerman, Jennifer 1959-","2019","LP 917.5104 ACKE","900","910","0","0","25.00","2019-07-08","2019-07-08"
"OCRL-DUBLN","31040002291713","0","LG-PRNT","Wildcats of Tonto Basin","Nye, Nelson C. (Nelson Coral) 1907-1997","2019","LP WES NYE",,,"0","0","25.00","2019-07-08","2019-07-08"
"OCRL-DUBLN","31040002291721","3","LG-PRNT","The charmer in chaps","London, Julia","2019","LP FIC LOND",,,"0","0","25.00","2019-07-08","2020-02-25"
"OCRL-DUBLN","31040002291739","1","LG-PRNT","An unconditional freedom","Cole, Alyssa","2019","LP FIC COLE",,,"0","0","25.00","2019-07-08","2019-11-11"
"OCRL-DUBLN","31040002291747","6","LG-PRNT","Fool me once","Bybee, Catherine","2019","LP FIC BYBE",,,"0","0","25.00","2019-07-08","2020-06-01"
"OCRL-DUBLN","31040002291754","6","LG-PRNT","Mrs. Everything : a novel","Weiner, Jennifer","2019","LP FIC WEIN",,,"0","0","25.00","2019-07-08","2020-02-01"
"OCRL-DUBLN","31040002291762","2","LG-PRNT","The killer collective","Eisler, Barry","2019","LP FIC EISL",,,"0","0","25.00","2019-07-08","2019-08-05"
"OCRL-DUBLN","31040002291770","7","LG-PRNT","Open carry","Cameron, Marc","2019","LP FIC CAME",,,"0","0","25.00","2019-07-08","2019-11-19"
"OCRL-DUBLN","31040002291788","1","LG-PRNT","Mistress of the Ritz","Benjamin, Melanie 1962-","2019","LP FIC BENJ",,,"0","0","25.00","2019-07-08","2019-07-15"
"OCRL-DUBLN","31040002291796","3","LG-PRNT","A season in hell","Jackson, Easy","2019","LP WES JACK",,,"0","0","25.00","2019-07-08","2020-01-17"
"OCRL-DUBLN","31040002291804","2","LG-PRNT","Only the stubborn survive","Stone, R. W.","2019","LP WES STON",,,"13","1","25.00","2019-07-08","2020-06-26"
"OCRL-DUBLN","31040002291812","2","FIC","Kingdom of exiles","Martineau, Maxym M.","2019","FIC MART",,,"0","0","5.00","2019-07-08","2020-02-06"
"OCRL-DUBLN","31040002291820","0","AV","12 days at Bleakly Manor","Griep, Michelle.","2017","CD FIC GRIE",,,"0","0","25.00","2019-07-08","2019-07-08"
"OCRL-DUBLN","31040002291838","0","AV","Hands free mama a guide to putting down the phone, burning the to-do list, and letting go of perfection to grasp what really matters!","Stafford, Rachel Macy 1972-","2014","CD 306.874 STAF","300","300","0","0","25.00","2019-07-08","2019-07-08"
"OCRL-DUBLN","31040002291846","5","AV","The girl in the gatehouse","Klassen, Julie 1964-","2011","CD FIC KLAS",,,"3","0","25.00","2019-07-08","2020-02-04"
"OCRL-DUBLN","31040002291853","3","AV","The farmer's market mishap","Brunstetter, Wanda E.","2017","CD FIC BRUN",,,"1","0","25.00","2019-07-08","2020-03-16"
"OCRL-DUBLN","31040002291861","5","AV","Kit Kittredge : an American girl",,"2008","DVD J KIT j#317","300","310","0","0","25.00","2019-07-09","2020-03-05"
"OCRL-DUBLN","31040002291879","8","AV","Goosebumps 3-pack thriller : Attack of the jack-o-lanterns ; The headless ghost ; The scarecrow walks at midnight",,"2014","DVD J GOOS j#318","300","310","0","0","25.00","2019-07-09","2020-03-11"
"OCRL-DUBLN","31040002291887","5","AV","Luis and the aliens",,"2018","DVD J LUIS j#319","300","310","0","0","25.00","2019-07-09","2020-03-04"
"OCRL-DUBLN","31040002291895","14","AV","PAW patrol. Brave heroes, big rescues",,"2016","DVD J PAW j#322","300","320","0","0","25.00","2019-07-09","2020-06-17"
"OCRL-DUBLN","31040002291903","6","AV","Ferdinand",,"2018","DVD J FERD j#323","300","320","1","0","25.00","2019-07-09","2020-03-09"
"OCRL-DUBLN","31040002291937","0","AV","Casablanca",,"2012","DVD FIC CASA d#658","600","650","0","0","25.00","2019-07-10","2019-08-28"
"OCRL-DUBLN","31040002291945","7","AV","Amistad",,"2004","DVD FIC AMIS d#657","600","650","1","0","25.00","2019-07-10","2020-01-29"
"OCRL-DUBLN","31040002291952","0","AV","Beginner piano & keyboard lessons",,"2013","786.2076 BEGI d#677","700","780","0","0","25.00","2019-07-10","2019-08-28"
"OCRL-DUBLN","31040002291960","4","AV","Bye bye Birdie",,"2006","DVD FIC BYE d#678","600","670","1","0","25.00","2019-07-10","2020-02-26"
"OCRL-DUBLN","31040002291978","1","AV","Charade",,"2012","DVD FIC CHAR d#680","600","680","0","0","25.00","2019-07-10","2020-02-27"
"OCRL-DUBLN","31040002291986","4","AV","High noon",,"2012","DVD FIC HIGH d#684","600","680","0","0","25.00","2019-07-10","2020-03-05"
"OCRL-DUBLN","31040002291994","2","AV","The day the earth stood still",,"2002","DVD FIC DAY d#685","600","680","0","0","25.00","2019-07-10","2020-03-16"
"OCRL-DUBLN","31040002292000","1","AV","It happened one night",,"2008","DVD FIC IT d#686","600","680","0","0","25.00","2019-07-11","2020-06-08"
"OCRL-DUBLN","31040002292018","4","AV","Raiders of the lost ark",,"2008","DVD FIC INDI RAID d#692","600","690","0","0","25.00","2019-07-12","2020-02-19"
"OCRL-DUBLN","31040002292026","7","AV","A bright shining lie",,"1998","DVD FIC BRIG d#694","600","690","0","0","25.00","2019-07-12","2020-02-24"
"OCRL-DUBLN","31040002292737","0","JUV","Password to Larkspur Lane","Keene, Carolyn","1994","J MYS KEEN",,,"0","0","25.00","2019-07-15","2019-07-16"
"OCRL-DUBLN","31040002292745","0","JUV","The haunted bridge.","Keene, Carolyn.","1972","J MYS KEEN",,,"0","0","25.00","2019-07-15","2019-07-16"
"OCRL-DUBLN","31040002292752","0","JUV","The message in the hollow oak","Keene, Carolyn","1972","J MYS KEEN",,,"0","0","25.00","2019-07-15","2019-07-16"
"OCRL-DUBLN","31040002292760","2","AV","Master and commander the far side of the world",,"2004","DVD FIC MAST d#712","700","710","0","0","25.00","2019-07-16","2019-11-27"
"OCRL-DUBLN","31040002292778","1","JUV","Aru Shah and the song of death","Chokshi, Roshani","2019","J CHOK",,,"0","0","25.00","2019-07-17","2019-08-06"
"OCRL-DUBLN","31040002292786","2","JUV","Level 13 : a slacker novel","Korman, Gordon","2019","J KORM",,,"0","0","25.00","2019-07-17","2019-10-14"
"OCRL-DUBLN","31040002292794","2","JUV","Silver Meadows summer","Otheguy, Emma","2019","J OTHE",,,"1","0","25.00","2019-07-17","2020-02-24"
"OCRL-DUBLN","31040002292802","1","JUV","The Lost Boy's gift","Holt, Kimberly Willis","2019","J HOLT",,,"0","0","25.00","2019-07-17","2020-06-17"
"OCRL-DUBLN","31040002292810","2","JUV","Teeny weenies : the Intergalactic Petting Zoo and other stories","Lubar, David","2019","J LUBA",,,"0","0","25.00","2019-07-17","2019-09-18"
"OCRL-DUBLN","31040002292828","0","JUV","Liberty arrives! : how America's grandest statue found her home","Byrd, Robert","2019","J 974.71 BYRD","900","970","0","0","25.00","2019-07-17","2019-07-18"
"OCRL-DUBLN","31040002292836","1","JUV","The girl who named Pluto : the story of Venetia Burney","McGinty, Alice B. 1963-","2019","J 92 BURN",,,"0","0","25.00","2019-07-17","2019-09-13"
"OCRL-DUBLN","31040002292844","2","JUV","God's big plan","Caldwell, Elizabeth 1948-","2019","J 222.1109 CALD","200","220","0","0","25.00","2019-07-17","2019-09-03"
"OCRL-DUBLN","31040002292851","0","JUV","Seashells : more than a home","Stewart, Melissa","2019","J 594.1477 STEW","500","590","0","0","25.00","2019-07-17","2019-07-18"
"OCRL-DUBLN","31040002292869","0","JUV","Artificial intelligence and humanoid robots","Klepeis, Alicia 1971-","2019","J 629.8926 KLEP","600","620","0","0","25.00","2019-07-17","2019-07-18"
"OCRL-DUBLN","31040002292877","1","JUV","Stephen Curry","Wetzel, Dan","2019","J 92 CURR",,,"0","0","25.00","2019-07-17","2020-02-27"
"OCRL-DUBLN","31040002292885","0","JUV","The truth about crocodiles","Eaton, Maxwell","2019","J 597.982 EATO","500","590","0","0","25.00","2019-07-17","2019-07-18"
"OCRL-DUBLN","31040002292893","2","JUV","Forensic investigations of the ancient Chinese","Hudak, Heather C. 1975-","2019","J 931 HUDA","900","930","0","0","25.00","2019-07-17","2019-10-29"
"OCRL-DUBLN","31040002292901","0","JUV","Comics : easy as ABC! : the essential guide to comics for kids : for kids, parents, teachers and librarians!","Brunetti, Ivan","2019","J 741.51 BRUN","700","740","0","0","25.00","2019-07-17","2019-07-18"
"OCRL-DUBLN","31040002292919","0","JUV","Ellen Ochoa : dynamic space director","Felix, Rebecca","2019","J 92 OCHO",,,"0","0","25.00","2019-07-17","2019-07-18"
"OCRL-DUBLN","31040002292927","9","JUV","Lawrence in the fall","Farina, Matthew","2019","E FARI",,,"0","0","25.00","2019-07-17","2020-05-29"
"OCRL-DUBLN","31040002292935","3","EASY-READER","Jasper & Ollie","Willan, Alex","2019","E WILL",,,"0","0","25.00","2019-07-17","2020-06-26"
"OCRL-DUBLN","31040002292943","1","JUV","Motor Mouse","Rylant, Cynthia","2019","E RYLA",,,"0","0","25.00","2019-07-17","2019-08-09"
"OCRL-DUBLN","31040002292950","5","JUV","The great indoors","Falatko, Julie","2019","E FALA",,,"0","0","25.00","2019-07-17","2019-11-11"
"OCRL-DUBLN","31040002292968","1","JUV","Ogilvy","Underwood, Deborah","2019","E UNDE",,,"0","0","25.00","2019-07-17","2019-08-09"
"OCRL-DUBLN","31040002292976","1","JUV","Leyla","Bernstein, Galia","2019","E BERN",,,"0","0","25.00","2019-07-17","2019-09-24"
"OCRL-DUBLN","31040002292992","0","JUV","Attack of the Legion of Doom!","Krieg, Jim","2016","J KRIE",,,"0","0","25.00","2019-07-18","2019-09-23"
"OCRL-DUBLN","31040002293008","0","AV","The Philadelphia story",,"2010","DVD FIC PHIL d#734","700","730","0","0","25.00","2019-07-18","2019-08-29"
"OCRL-DUBLN","31040002293289","5","FIC","Dying for a taste","Karst, Leslie","2016","FIC KARS",,,"0","0","5.00","2019-07-19","2020-02-06"
"OCRL-DUBLN","31040002293297","10","FIC","A borrowed dream","Cabot, Amanda 1948-","2018","FIC CABO",,,"0","0","5.00","2019-07-19","2020-02-06"
"OCRL-DUBLN","31040002293305","8","FIC","The Christmas heirloom : four holiday novellas of love through the generations",,"2018","FIC CHRI",,,"0","0","5.00","2019-07-19","2020-06-18"
"OCRL-DUBLN","31040002293313","15","FIC","Driftwood Bay","Hannon, Irene","2019","FIC HANN",,,"0","0","5.00","2019-07-19","2020-03-10"
"OCRL-DUBLN","31040002293321","10","FIC","A stolen heart","Cabot, Amanda 1948-","2017","FIC CABO",,,"0","0","5.00","2019-07-19","2020-02-06"
"OCRL-DUBLN","31040002293339","10","FIC","A seat by the hearth","Clipston, Amy","2018","FIC CLIP",,,"0","0","5.00","2019-07-19","2020-03-02"
"OCRL-DUBLN","31040002293347","3","FIC","The devoted : a novel","Fisher, Suzanne Woods","2016","FIC FISH",,,"0","0","5.00","2019-07-19","2020-02-06"
"OCRL-DUBLN","31040002293354","10","FIC","Hearts in harmony","Wiseman, Beth 1962-","2019","FIC WISE",,,"0","0","5.00","2019-07-22","2020-02-11"
"OCRL-DUBLN","31040002293362","6","FIC","An Amish Year : Four amish stories","Wiseman, Beth","2019","FIC WISE",,,"0","0","5.00","2019-07-22","2020-02-06"
"OCRL-DUBLN","31040002293370","17","NEW-BKS","An Amish family","Fuller, Kathleen","2018","FIC FULL",,,"1","0","25.00","2019-07-22","2020-03-13"
"OCRL-DUBLN","31040002293388","6","FIC","The mail-order brides collection : 9 historical stories of marriage that precedes love",,"2018","FIC MAIL",,,"0","0","5.00","2019-07-22","2020-01-31"
"OCRL-DUBLN","31040002293396","1","FIC","The newcomer","Fisher, Suzanne Woods","2017","FIC FISH",,,"0","0","5.00","2019-07-22","2020-02-06"
"OCRL-DUBLN","31040002293404","10","FIC","The blessing","Brunstetter, Wanda E.","2017","FIC BRUN",,,"1","0","5.00","2019-07-22","2020-06-28"
"OCRL-DUBLN","31040002293412","5","FIC","Uncertain heart","Boeshaar, Andrea.","2010","FIC BOES",,,"0","0","5.00","2019-07-22","2020-02-06"
"OCRL-DUBLN","31040002293420","4","FIC","A plain and sweet Christmas romance collection",,"2017","FIC PLAI",,,"0","0","5.00","2019-07-22","2020-02-06"
"OCRL-DUBLN","31040002293438","10","FIC","The Christmas secret","Brunstetter, Wanda E.","2016","FIC BRUN",,,"0","0","5.00","2019-07-22","2020-02-17"
"OCRL-DUBLN","31040002293446","17","NEW-BKS","An Amish kitchen","Long, Kelly.","2012","FIC AMIS",,,"1","0","25.00","2019-07-23","2020-03-13"
"OCRL-DUBLN","31040002293453","10","FIC","Eyes at the window : a novel","Miller, Evie Yoder.","2003","FIC MILL",,,"0","0","5.00","2019-07-23","2020-02-06"
"OCRL-DUBLN","31040002293461","5","FIC","Snowfall : a days of redemption Christmas novella","Gray, Shelley Shepard.","2014","FIC GRAY",,,"0","0","5.00","2019-07-23","2020-02-06"
"OCRL-DUBLN","31040002293479","17","NEW-BKS","An Amish Christmas gift : three Amish novellas",,"2015","FIC AMIS",,,"1","0","25.00","2019-07-23","2020-03-13"
"OCRL-DUBLN","31040002293487","17","NEW-BKS","An Amish market : four novellas",,"2015","FIC AMIS",,,"1","0","25.00","2019-07-23","2020-03-13"
"OCRL-DUBLN","31040002293495","5","FIC","The beloved Christmas quilt : three stories of family, romance, and Amish faith",,"2017","FIC BRUN",,,"0","0","5.00","2019-07-23","2020-02-06"
"OCRL-DUBLN","31040002293503","3","FIC","An Amish harvest : four novellas",,"2016","FIC AMIS",,,"0","0","5.00","2019-07-23","2020-02-06"
"OCRL-DUBLN","31040002293511","6","FIC","The farmers' market mishap","Brunstetter, Wanda E.","2017","FIC BRUN",,,"0","0","5.00","2019-07-23","2020-02-06"
"OCRL-DUBLN","31040002293529","6","FIC","The ebb tide","Lewis, Beverly 1949-","2017","FIC LEWI",,,"0","0","5.00","2019-07-23","2020-03-12"
"OCRL-DUBLN","31040002293537","4","FIC","A dream of home","Clipston, Amy","2014","FIC CLIP",,,"0","0","5.00","2019-07-23","2020-02-06"
"OCRL-DUBLN","31040002293545","7","AV","The ghost writer",,"2010","DVD FIC GHOS d#735","700","730","1","0","25.00","2019-07-23","2020-06-24"
"OCRL-DUBLN","31040002293552","6","AV","Capote",,"2006","DVD FIC CAPO d/#736","700","730","0","0","25.00","2019-07-23","2020-01-28"
"OCRL-DUBLN","31040002293560","6","AV","Fargo",,"2000","DVD FIC FARG d#737","700","730","0","0","25.00","2019-07-23","2020-03-13"
"OCRL-DUBLN","31040002293578","6","AV","Three Kings",,"2001","DVD FIC THRE d#738","700","730","1","0","25.00","2019-07-23","2020-03-13"
"OCRL-DUBLN","31040002293628","0","JUV","Love you forever","Munsch, Robert N. 1945-","2017","E MUNS",,,"0","0","25.00","2019-07-24","2019-08-12"
"OCRL-DUBLN","31040002293636","1","JUV","Superfudge","Blume, Judy","2002","J BLUM",,,"0","0","25.00","2019-07-24","2019-11-06"
"OCRL-DUBLN","31040002293644","0","JUV","How to eat fried worms","Rockwell, Thomas 1933-","1973","J ROCK",,,"0","0","25.00","2019-07-24","2019-08-12"
"OCRL-DUBLN","31040002293875","8","FIC","Theme music","Vandelly, T. Marie","2019","FIC VAND",,,"0","0","5.00","2019-07-26","2020-03-09"
"OCRL-DUBLN","31040002293883","7","LEASE","Thrawn: Treason","Zahn, Timothy","2019","FIC ZAHN",,,"1","0","25.00","2019-07-26","2019-11-16"
"OCRL-DUBLN","31040002293891","12","LEASE","Lady in the lake : a novel","Lippman, Laura 1959-","2019","FIC LIPP",,,"13","1","25.00","2019-07-26","2020-06-25"
"OCRL-DUBLN","31040002293909","9","LEASE","Smokescreen","Johansen, Iris","2019","FIC JOHA",,,"13","1","25.00","2019-07-26","2020-06-25"
"OCRL-DUBLN","31040002293917","11","LEASE","Never have I ever : a novel","Jackson, Joshilyn","2019","FIC JACK",,,"13","1","25.00","2019-07-26","2020-06-25"
"OCRL-DUBLN","31040002293925","6","LEASE","Elvis in Vegas : how the King reinvented the Las Vegas show","Zoglin, Richard","2019","782.4216 ZOGL","700","780","0","0","25.00","2019-07-26","2020-01-30"
"OCRL-DUBLN","31040002294188","6","AV","The 3-movie bold & brave collection",,"2015","DVD FIC 3-MOV",,,"1","0","25.00","2019-07-26","2020-03-13"
"OCRL-DUBLN","31040002294691","3","FIC","The running man","King, Stephen 1947-","2016","FIC KING",,,"0","0","5.00","2019-07-30","2020-02-14"
"OCRL-DUBLN","31040002294709","2","SCIFI","The sea peoples : a novel of the Change","Stirling, S. M.","2018","SF STIR",,,"6","0","25.00","2019-07-30","2020-06-30"
"OCRL-DUBLN","31040002294717","3","NEW-BKS","Sawbones","Johnstone, William W.","2017","WES JOHN",,,"0","0","25.00","2019-07-30","2020-01-02"
"OCRL-DUBLN","31040002294725","7","WESTERN","The great train massacre","Johnstone, William W.","2016","WES JOHN",,,"0","0","25.00","2019-07-30","2020-02-13"
"OCRL-DUBLN","31040002294733","1","NEW-BKS","Ten guns from Texas","Johnstone, William W","2016","WES JOHN",,,"0","0","25.00","2019-07-30","2019-10-01"
"OCRL-DUBLN","31040002294741","2","SCIFI","The Sky-Blue Wolves : a novel of the Change","Stirling, S. M.","2018","SF STIR",,,"0","0","25.00","2019-07-30","2020-03-04"
"OCRL-DUBLN","31040002294758","1","NONFIC","Daily readings from Your best life now : 90 devotions for living at your full potential","Osteen, Joel.","2005","242 OSTE","200","240","0","0","25.00","2019-07-30","2019-12-02"
"OCRL-DUBLN","31040002294774","0","LG-PRNT","Rain on the dead","Higgins, Jack 1929-","2014","LP FIC HIGG",,,"0","0","25.00","2019-07-30","2019-07-30"
"OCRL-DUBLN","31040002294782","0","LG-PRNT","Palisades Park","Brennert, Alan","2013","LP FIC BREN",,,"0","0","25.00","2019-07-30","2019-07-30"
"OCRL-DUBLN","31040002294790","0","FIC","Eve : a novel","Young, William P.","2015","FIC YOUN",,,"0","0","5.00","2019-07-30","2019-07-30"
"OCRL-DUBLN","31040002294808","0","FIC","The Christmas promise","VanLiere, Donna 1966-","2007","FIC VANL",,,"0","0","5.00","2019-07-30","2019-07-30"
"OCRL-DUBLN","31040002294816","11","FIC","First snow","Roberts, Nora","2018","FIC ROBE PB",,,"0","0","5.00","2019-07-30","2020-02-17"
"OCRL-DUBLN","31040002294824","0","LG-PRNT","Sleepwalker","Robards, Karen","2011","LP FIC ROBA",,,"0","0","25.00","2019-07-30","2019-07-30"
"OCRL-DUBLN","31040002294832","3","FIC","Sizzling sixteen","Evanovich, Janet.","2010","FIC EVAN",,,"0","0","5.00","2019-07-30","2019-11-12"
"OCRL-DUBLN","31040002294840","0","PAPERBACK","Worthy Brown's daughter","Margolin, Phillip","2014","FIC MARG PB",,,"0","0","5.00","2019-07-31","2019-07-31"
"OCRL-DUBLN","31040002294857","0","PAPERBACK","Point blank","Michaels, Fern","2016","FIC MICH PB",,,"4","0","5.00","2019-07-31","2020-03-09"
"OCRL-DUBLN","31040002294865","0","PAPERBACK","Back to you","Scott, Jessica 1976-","2014","FIC SCOT PB",,,"0","0","5.00","2019-07-31","2019-07-31"
"OCRL-DUBLN","31040002294873","0","LG-PRNT","Speed kings : the 1932 Winter Olympics and the fastest men in the world","Bull, Andy 1956-","2015","LP 796.952 BULL","700","790","0","0","25.00","2019-07-31","2019-07-31"
"OCRL-DUBLN","31040002294881","2","FIC","A promise of ruin","Overholt, Cuyler","2017","FIC OVER",,,"0","0","5.00","2019-07-31","2020-02-06"
"OCRL-DUBLN","31040002294899","8","LG-PRNT","One warm winter","Pope, Jamie (Romance writer)","2019","LP FIC POPE",,,"0","0","25.00","2019-07-31","2019-12-03"
"OCRL-DUBLN","31040002294907","4","FIC","The dog who was there","Marasco, Ron","2017","FIC MARA",,,"0","0","5.00","2019-07-31","2020-02-06"
"OCRL-DUBLN","31040002294915","0","FIC","Glory over everything : beyond the Kitchen house","Grissom, Kathleen","2016","FIC GRIS",,,"0","0","5.00","2019-07-31","2019-07-31"
"OCRL-DUBLN","31040002294923","4","FIC","The insider threat : a Pike Logan thriller bk. 8","Taylor, Brad 1965-","2016","FIC TAYL",,,"0","0","5.00","2019-07-31","2020-02-17"
"OCRL-DUBLN","31040002294931","0","FIC","Dishonorable intentions","Woods, Stuart","2016","FIC WOOD",,,"0","0","5.00","2019-07-31","2019-07-31"
"OCRL-DUBLN","31040002294949","5","NEW-BKS","The Christmas angel project","Carlson, Melody","2016","FIC CARL",,,"0","0","25.00","2019-07-31","2020-03-09"
"OCRL-DUBLN","31040002294956","2","JUV","Precious bones","Ashley-Hollinger, Mika.","2013","J ASHL",,,"0","0","25.00","2019-07-31","2019-10-19"
"OCRL-DUBLN","31040002294964","4","LG-PRNT","Alice Bliss","Harrington, Laura 1953-","2011","LP FIC HARR",,,"0","0","25.00","2019-07-31","2019-10-02"
"OCRL-DUBLN","31040002294972","9","FIC","The horse dancer","Moyes, Jojo 1969-","2017","FIC MOYE",,,"0","0","5.00","2019-07-31","2020-03-04"
"OCRL-DUBLN","31040002294998","4","PAPERBACK","Highland hellion","Wine, Mary","2017","FIC WINE PB",,,"0","0","5.00","2019-07-31","2020-06-18"
"OCRL-DUBLN","31040002295003","9","FIC","Because you're mine","Coble, Colleen","2017","FIC COBL",,,"0","0","5.00","2019-07-31","2020-02-17"
