"Owning Library","Create Date","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-CAMDN","2020-04-16 10:49:10-04","VIDEO DVD ENT N","The neverending story The neverending story II : the next chapter",,"31006003833928","dvd-2","12.00","PINES-GIFT"
"TRRLS-CAMDN","2020-04-24 12:11:02-04","EASY KLE","P Is for Potty!","Kleinberg, Naomi","31006003835543","book","5.99","PINES-GIFT"
"TRRLS-CAMDN","2020-04-24 12:28:10-04","JUV FIC BUL","Star wars. Star pilot","Buller, Laura.","31006003835535","book","3.99","PINES-GIFT"
"TRRLS-CAMDN","2020-04-24 12:34:32-04","EASY SEU","Hop on Pop","Seuss Dr","31006003835527","book","4.99","PINES-GIFT"
"TRRLS-CAMDN","2020-05-06 11:36:15-04","FIC TRA","Ice cold heart","Tracy, P. J.","31006003835972","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-06 11:37:40.964678-04","JUV NF 590 A","Fly Guy presents : scary creatures!","Arnold, Tedd","31006003835964","book","9.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-05-18 17:01:26-04","JUV FIC MAC","Wondrous Rex","MacLachlan, Patricia","31006003823218","book","15.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-19 11:25:39-04","EASY PEA","My first book of colors","Pearlman, Robb","31006003823366","book","9.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-19 11:27:53-04","EASY BEC","To the moon and back for you","Bechrakis Serhant, Emilia 1985-","31006003823374","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-19 11:29:36-04","EASY BST","The seed of compassion : lessons from the life and teachings of His Holiness the Dalai Lama","Bstan- ºdzin-rgya-mtsho Dalai Lama XIV 1935-","31006003823382","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-26 14:16:03-04","FIC HOO","Hidden Salem","Hooper, Kay","31006003839511","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-28 11:41:53-04","FIC PAT","Texas outlaw","Patterson, James 1947-","31006003839115","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-28 11:45:06-04","FIC HOW","After sundown : a novel","Howard, Linda 1950-","31006003839099","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-28 11:52:33-04","FIC MCM","It's not all downhill from here : a novel","McMillan, Terry","31006003839073","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-01 12:51:02-04","YA FIC WOL","Crave","Wolff, Tracy","31006003839677","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-01 12:52:44-04","YA FIC LIM","So this is love : a twisted tale","Lim, Elizabeth","31006003839669","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-01 13:14:23-04","JUV FIC BRA","June's wild flight","Brallier, Max","31006003839651","book","13.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-01 13:29:11-04","EASY HUT","Peekaboo planet","Hutton, John (John S.)","31006003839644","book","7.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 11:15:12-04","FIC HEA","The animals at Lockwood Manor","Healey, Jane 1986-","31006003842390","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 11:40:03-04","FIC BAL","A minute to midnight","Baldacci, David","31006003842382","book","29.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 11:58:58-04","FIC CHA","Days of distraction : a novel","Chang, Alexandra 1988-","31006003842374","book","26.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 12:04:06-04","FIC GRI","Camino winds","Grisham, John","31006003842366","book","28.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 13:03:43-04","FIC PYO","The law of lines : a novel","P'y≈èn, Hye-y≈èng 1972-","31006003842358","book","24.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 13:06:26-04","FIC JON","A bad day for Sunshine","Jones, Darynda","31006003842341","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 13:08:55-04","FIC MEY","The imperfects","Meyerson, Amy","31006003842333","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 14:49:25-04","FIC WET","Valentine : a novel","Wetmore, Elizabeth","31006003842325","book","26.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 14:57:40-04","FIC THO","Catherine House : a novel","Thomas, Elisabeth","31006003842317","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 14:59:17-04","FIC JAN","Credible threat","Jance, Judith A.","31006003842309","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 15:00:53-04","FIC BRE","Summer longing","Brenner, Jamie 1971-","31006003842291","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 15:02:09-04","FIC WIN","The book of lost friends : a novel","Wingate, Lisa","31006003842283","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 15:04:08-04","FIC KIN","If it bleeds : new fiction","King, Stephen 1947-","31006003842275","book","30.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 15:06:19-04","NON FIC 940.5449 L","The women with silver wings","Landdeck, Katherine Sharp","31006003842267","book","28.00","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-04 16:54:12-04","FIC WEI","Big summer : a novel","Weiner, Jennifer","31006003842242","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-04 17:00:11-04","YA FIC MAA","Crescent City : house of Earth and blood","Maas, Sarah J.","31006003842200","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-08 11:51:14-04","YA FIC YAM VOL.4","The ancient magus' bride","Yamazaki, Kore","31006003840881","book","12.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-08 11:51:14-04","YA FIC YAM VOL.5","The ancient magus' bride","Yamazaki, Kore","31006003840865","book","12.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-08 11:51:14-04","YA FIC YAM VOL.6","The ancient magus' bride","Yamazaki, Kore","31006003840873","book","12.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-08 16:23:54-04","JUV NF 796.0456 H","What are the paralympic games?","Herman, Gail 1959-","31006003840683","book","14.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-10 12:36:04-04","YA FIC HOR VOL.10","My hero academia","Horikoshi, K≈çhei 1986-","31006003840568","book","9.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-10 12:36:04-04","YA FIC HOR VOL.7","My hero academia","Horikoshi, K≈çhei 1986-","31006003840550","book","9.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-10 12:39:02-04","YA FIC MAS VOL.59","Fairy Tail","Mashima, Hiro 1977-","31006003840535","book","10.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-10 12:39:02-04","YA FIC MAS VOL.60","Fairy Tail","Mashima, Hiro 1977-","31006003840543","book","10.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-10 16:20:21-04","YA FIC KAG","Night of the dragon","Kagawa, Julie","31006003840527","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-10 16:28:19-04","YA FIC CLU","House of dragons","Cluess, Jessica","31006003840519","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-11 13:44:17-04","YA FIC MAF","Imagine me","Mafi, Tahereh","31006003840501","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-11 13:51:55-04","JUV FIC APP","The one and only Bob","Applegate, Katherine","31006003840493","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-11 13:54:55-04","JUV FIC NIC","There's a dragon in my boot","Nicoll, Tom","31006003840485","book","15.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-11 13:56:47-04","JUV BIO NIXON","Who was Richard Nixon?","Stine, Megan","31006003840477","book","14.99","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-12 11:33:54.386602-04","NON FIC 332.024 C","Debt 101 : from interest rates and credit scores to student loans and debt payoff strategies, an essential primer on managing debt","Cagan, Michele","31006003824919","book","15.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-12 12:52:59-04","NON FIC 347.7326 R","Conversations with RBG : Ruth Bader Ginsburg on life, love, liberty, and law","Rosen, Jeffrey 1964-","31006003824976","book","28.00","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-12 13:57:48-04","BIO JONES","How we fight for our lives : a memoir","Jones, Saeed","31006003825171","book","26.00","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-12 14:22:07-04","NON FIC 973.922 T","The Kennedy heirs : John, Caroline, and the new generation ; a legacy of triumph and tragedy","Taraborrelli, J. Randy","31006003825262","book","29.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-15 11:45:51.434351-04","FIC RIM","Truths I never told you","Rimmer, Kelly","31006003840386","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 11:47:25-04","FIC THO","Murder on Pleasant Avenue","Thompson, Victoria (Victoria E.)","31006003840378","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 11:49:57-04","FIC MEE","To Calais, in ordinary time","Meek, James 1962-","31006003840360","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 12:02:49-04","FIC MAD","Tom Clancy firing point","Maden, Mike","31006003825270","book","29.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 12:50:48-04","YA FIC COL","The ballad of songbirds and snakes","Collins, Suzanne","31006003825288","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 12:55:49-04","NON FIC 700.8996 G","Brooklyn on my mind : Black visual artists from the WPA to the present","Green, Myrah Brown","31006003825296","book","60.00","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-15 13:17:43-04","FIC WIN","The yield","Winch, Tara June","31006003825312","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 13:18:54-04","FIC JOH","The persuasion","Johansen, Iris","31006003825320","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 13:21:07-04","FIC GOL","Guests of August","Goldreich, Gloria","31006003825338","book","28.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 13:45:52-04","BIO FISHER","Carrie Fisher : a life on the edge","Weller, Sheila","31006003825403","book","28.00","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-15 14:04:57-04","EASY RIN","How to put an octopus to bed","Rinker, Sherri Duskey","31006003840329","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:07:19-04","EASY CLI","Grandma's gardens","Clinton, Hillary Rodham","31006003840311","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:09:11-04","EASY CLA","You be mommy","Clark, Karla","31006003840303","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:12:15-04","JUV NF 811.6 V","Write! Write! Write!","VanDerwater, Amy Ludwig","31006003840295","book","17.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-15 14:14:52-04","EASY ROB","You matter","Robinson, Christian","31006003840287","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:21:29-04","EASY STU","Llama unleashes the alpacalypse","Stutzman, Jonathan","31006003840279","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:25:31-04","NON FIC 305.48 B","A black women's history of the United States","Berry, Daina Ramey","31006003825510","book","27.95","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-15 14:45:07-04","EASY DEA","Pete the Cat's family road trip","Dean, Kim 1969-","31006003840261","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:46:48-04","FIC ATA","Conjure women : a novel","Atakora, Afia","31006003840253","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:50:36-04","FIC GUD","This is how I lied","Gudenkauf, Heather","31006003841525","book","28.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:52:00-04","FIC WRO","Darling Rose Gold","Wrobel, Stephanie","31006003841517","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:53:54-04","FIC HER","St. Ivo","Hershon, Joanna","31006003841509","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 14:57:00-04","BIO ALBRIGHT","Hell and other destinations : a 21st-century memoir","Albright, Madeleine Korbel","31006003825577","book","29.99","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-15 15:19:33-04","FIC ROS","The Jerusalem assassin","Rosenberg, Joel C. 1967-","31006003841491","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:24:22-04","FIC SHR","The motion of the body through space : a novel","Shriver, Lionel","31006003841483","book","28.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:27:02-04","FIC WIN","August : a novel","Wink, Callan","31006003841475","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:28:55-04","FIC ENG","The familiar dark : a novel","Engel, Amy","31006003841467","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:31:27-04","FIC DOL","The Sweeney sisters : a novel","Dolan, Lian","31006003841459","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:34:48-04","FIC MEJ","Strike me down : a novel","Mejia, Mindy","31006003841442","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:37:49-04","FIC RED","Passage west : a novel","Reddi, Rishi","31006003841434","book","28.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 15:57:49-04","FIC KEM","Marguerite : a novel","Kemp, Marina","31006003841426","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 16:00:35-04","FIC LAW","Code Name HÈlËne : a novel","Lawhon, Ariel","31006003841418","book","27.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 16:02:24-04","FIC CAM","Sin Eater : a novel","Campisi, Megan 1976-","31006003841400","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 16:04:39-04","FIC HAR","The queen's secret : a novel of England's World War II queen","Harper, Karen (Karen S.)","31006003841392","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 16:06:29-04","FIC GID","Lakewood : a novel","Giddings, Megan","31006003841384","book","26.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 16:57:32.628313-04","FIC MUS","The beauty of your face : a novel","Mustafah, Sahar","31006003841269","book","26.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-15 17:02:05.057177-04","JUV BIO DARWIN","Darwin : an exceptional voyage","Grolleau, Fabien 1972-","31006003825726","book","22.95","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-16 09:48:00-04","NON FIC 973.89 R","The crowded hour : Theodore Roosevelt, the Rough Riders, and the dawn of the American century","Risen, Clay","31006003825783","book","18.00","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-16 10:07:46-04","EASY FRA","Teddy Spaghetti","Frank, Dorothea Benton","31006003841210","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-16 11:54:11-04","BIO HEMINGWAY","A moveable feast : the restored edition","Hemingway, Ernest 1899-1961","31006003825932","book","16.00","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-16 16:28:31-04","FIC MON","On Ocean Boulevard","Monroe, Mary Alice","31006003841129","book","26.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-16 16:40:01-04","FIC HUN","Carolina breeze","Hunter, Denise 1968-","31006003841020","book","15.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-16 16:50:32-04","FIC FOL","The guest list : a novel","Foley, Lucy (Novelist)","31006003840956","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-16 17:00:10-04","NON FIC 306.362 M","Sweet taste of liberty : a true story of slavery and restitution in America","McDaniel, W. Caleb (William Caleb) 1979-","31006003842168","book","27.95","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-17 10:05:09.186398-04","FIC GRE","The clergyman's wife : a Pride & prejudice novel","Greeley, Molly","31006003842077","book","15.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-17 11:49:37-04","FIC SLI","Take me apart","Sligar, Sara 1989-","31006003841947","book","27.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-17 12:07:13-04","FIC PAN","Hard cash valley","Panowich, Brian","31006003841921","book","26.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-17 12:26:58-04","FIC KOO","Devoted","Koontz, Dean R. (Dean Ray) 1945-","31006003841863","book","28.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-17 13:53:20.419705-04","NON FIC 297.122 Q","The Qur'an : a new translation",,"31006003841806","book","12.95","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-18 14:55:52.846563-04","YA FIC GAI","When we were magic","Gailey, Sarah","31006003830296","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-18 15:14:57.549466-04","YA FIC CHO","The ledge","Choyce, Lesley 1951-","31006003830239","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-22 14:57:52-04","JUV FIC HUN","Lost stars","Hunter, Erin","31006003842986","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 09:40:00-04","NON FIC 814.54 L","Sister outsider : essays and speeches","Lorde, Audre","31006003843752","book","16.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-23 09:45:12.280088-04","FIC TUR","The last trial","Turow, Scott","31006003843703","book","29.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 10:20:44.849848-04","FIC OFF","Weather : a novel","Offill, Jenny 1968-","31006003843646","book","23.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 10:52:31.854117-04","FIC EWE","The queen of Paris : a novel of Coco Chanel","Ewen, Pamela Binnings 1944-","31006003843554","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 10:55:20-04","LP FIC DIL","Mercy house","Dillon, Alena","31006003843547","book","30.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 10:58:15-04","LP FIC SAN","Masked prey","Sandford, John 1944 February 23-","31006003843539","book","37.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 11:12:53.592908-04","FIC HEL","Love, death & rare books : a novel","Hellenga, Robert 1941-","31006003843513","book","26.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:38:52.931928-04","JUV FIC ORT","Nevertell","Orton, Katharine","31006003828050","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:41:36.207085-04","JUV FIC CAR","Each tiny spark","Cartaya, Pablo","31006003828068","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:45:06.109091-04","JUV FIC SCR","Nat enough","Scrivan, Maria","31006003828076","book","24.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:47:51.30396-04","JUV FIC WES","Mia Mayhem gets x-ray specs","West, Kara","31006003828084","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:49:57.234062-04","JUV FIC BLE","Like nothing amazing ever happened","Blejwas, Emily","31006003828092","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:54:10.22394-04","JUV FIC APP","The middler","Applebaum, Kirsty","31006003828100","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:57:17.003332-04","JUV FIC PER","The distance between me and the cherry tree","Peretti, Paola","31006003828118","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 15:59:56.368229-04","JUV BIO MOHAMED","When stars are scattered","Jamieson, Victoria","31006003828126","book","20.99","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-23 16:31:26.550482-04","YA FIC DAV","When the stars lead to you","Davis, Ronni","31006003828142","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 16:35:40.569074-04","FIC LAP","The woman of a thousand names : a novel","Lapierre, Alexandra","31006003828167","book","30.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 16:37:48.068036-04","FIC HIL","Little secrets","Hillier, Jennifer","31006003828175","book","26.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 16:39:44.596649-04","FIC MOR","The age of witches : a novel","Morgan, Louisa 1952-","31006003828183","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 16:41:11.708386-04","LP FIC WOO","Hit list","Woods, Stuart","31006003828191","book","37.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-23 16:44:16.189177-04","FIC HEN","The Southern book club's guide to slaying vampires","Hendrix, Grady","31006003828209","book","22.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 09:30:18.383091-04","JUV NF 709.01 M","Where were the Seven wonders of the ancient world?","McDonough, Yona Zeldis","31006003844537","book","14.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-24 10:21:48-04","JUV BIO THOMAS","Alma Woodsey Thomas : painter and educator","Etinde-Crompton, Charlotte","31006003844529","book","19.95","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-24 10:48:40-04","JUV BIO SAVAGE","Augusta Savage : sculptor of the Harlem Renaissance","Crompton, Samuel Willard","31006003844511","book","37.27","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-24 10:50:55-04","JUV BIO FRANKLIN","Aretha Franklin : the queen of soul","Crompton, Samuel Willard","31006003844503","book","37.27","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-24 10:52:37.884751-04","JUV BIO PIPPIN","Horace Pippin : painter and decorated soldier","Crompton, Samuel Willard","31006003844495","book","37.27","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-24 10:54:06.257587-04","EASY WAL","How to catch a mermaid","Wallace, Adam","31006003844487","book","10.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 11:00:10.099356-04","EASY MET","The ABCs of Metallica","Metallica (Musical group)","31006003828266","book","18.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-24 11:04:13.026533-04","JUV NF 577.7 M","Ocean! : waves for all","McAnulty, Stacy","31006003828274","book","18.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-24 11:36:16.706239-04","EASY BEL","The world needs more purple people","Bell, Kristen","31006003828282","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 11:48:39.088436-04","EASY MCL","Cuddle Close, Little Koala","McLean, Danielle.","31006003828290","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 12:46:01.742167-04","EASY RAU","°Vamos! Let's go to the market","Ra˙l the Third 1976-","31006003828308","book","14.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 12:48:00.633026-04","EASY RAS","The happy book","Rash, Andy","31006003828316","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 12:50:06-04","EASY ROE","Happy hair","Roe, Mechal Renee","31006003828324","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 12:52:47.815615-04","EASY ROE","Cool cuts","Roe, Mechal Renee","31006003827052","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 13:18:49.377832-04","EASY PIP","Who will you be?","Pippins, Andrea","31006003827060","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 13:21:05.54209-04","EASY LUC","The end of something wonderful : a practical guide to a backyard funeral","Lucianovic, Stephanie V. W.","31006003827078","book","16.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 13:23:00.853342-04","EASY WIN","The sad little fact","Winter, Jonah 1962-","31006003827086","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 13:50:06.543507-04","EASY HUG","What matters","Hughes, Alison 1966-","31006003827094","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 14:56:27.31335-04","EASY MED","Lubna and Pebble","Meddour, Wendy","31006003827102","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 14:59:08.449746-04","JUV BIO BASQUIAT","Radiant child : the story of young artist Jean-Michel Basquiat","Steptoe, Javaka 1971-","31006003827110","book","18.99","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-24 15:03:08.18473-04","JUV NF 535 W","A ray of light : a book of science and wonder","Wick, Walter 1953-","31006003827128","book","17.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-24 15:07:26.045206-04","EASY BOL","Bad dog","Boldt, Mike","31006003827136","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 15:10:11.319176-04","EASY RAB","My brother Otto","Raby, Meg","31006003827144","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 15:12:24.968946-04","EASY ROE","The box turtle","Roeder, Vanessa","31006003827151","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 15:16:14.402931-04","EASY HIS","Tomorrow I'll be brave","Hische, Jessica","31006003827169","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 15:18:32.459163-04","EASY DOE","Goodbye, friend! Hello, friend!","Doerrfeld, Cori","31006003827177","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 15:21:38.928599-04","EASY ALE","How to read a book","Alexander, Kwame","31006003827185","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 15:24:14.287089-04","EASY FER","Ten rules of the birthday wish","Ferry, Beth","31006003827193","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-24 16:51:14.93534-04","NON FIC 973.922 P","The house of Kennedy","Patterson, James 1947-","31006003844214","book","29.00","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-25 09:09:20.702087-04","EASY FUL","Art this way","Fulford, Jason","31006003827243","book","19.95","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 09:16:43.06696-04","EASY LIO","A little book about 123s","Lionni, Leo 1910-1999","31006003827268","book","8.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 09:19:21.026234-04","JUV FIC PAT","Mission impawsible","Patterson, James 1947-","31006003827276","book","9.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 09:42:56.981886-04","JUV FIC BIB","Dragons vs. Unicorns","Biberdorf, Kate","31006003827284","book","12.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 09:45:09.61463-04","JUV NF 794.8 M","Minecraft : guide to survival","Milton, Stephanie","31006003827292","book","11.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-06-25 09:51:37.64267-04","JUV BIO DUNCANSON","Robert S. Duncanson : landscape painter","Etinde-Crompton, Charlotte","31006003827300","book","37.27","PINES-BIOGRAPHY"
"TRRLS-CAMDN","2020-06-25 10:13:52.009486-04","YA FIC MYR","This boy","Myracle, Lauren 1969-","31006003827318","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 10:29:55.75052-04","YA FIC PAT","Witchsign","Patrick, Den","31006003827326","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 10:51:48.015705-04","YA FIC BAT","The burning","Bates, Laura 1986-","31006003827334","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 10:56:16.233979-04","YA FIC URB","All your twisted secrets","Urban, Diana","31006003827342","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 11:01:40.848734-04","YA FIC MAA","Catwoman : Soulstealer","Maas, Sarah J.","31006003827359","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 14:09:50.981577-04","YA FIC BUS","Rules for being a girl","Bushnell, Candace","31006003827367","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 14:12:25.550339-04","YA FIC VIV","We are the Wildcats","Vivian, Siobhan","31006003827375","book","18.99","PINES-FICTION"
